Id,Category
1348,Audrey Hepburn
1349,Anne Bancroft
1350,Bill Daley
1351,Adele
1352,Betty White
1353,Benicio Del Toro
1354,Alexander Skarsgard
1355,Aaron Judge
1356,Annette Bening
1357,Aaron Taylor-Johnson
1358,Alessandra Ambrosio
1359,Armin Mueller-Stahl
1360,Annette Bening
1361,Aaron Judge
1362,Adele
1363,Adrianne Palicki
1364,Anthony Mackie
1365,Ashley Greene
1366,Ali Larter
1367,Ashley Graham
1368,Audrey Tautou
1369,Andrew Garfield
1370,Anna Kendrick
1371,Ali Larter
1372,Anjelica Huston
1373,Annette Bening
1374,Adele
1375,Angelina Jolie
1376,Bill Daley
1377,Al Pacino
1378,Alice Eve
1379,Anne Baxter
1380,Anthony Mackie
1381,Andy Garcia
1382,Bill Murray
1383,Anna Faris
1384,Amber Heard
1385,Barabara Palvin
1386,Amber Heard
1387,Andie MacDowell
1388,Angelina Jolie
1389,Anderson Cooper
1390,Ben Johnson
1391,Adrien Brody
1392,Adele
1393,Bill Paxton
1394,Abigail Breslin
1395,Anne Baxter
1396,Arnold Schwarzenegger
1397,Anne Baxter
1398,Alan Rickman
1399,Adele
1400,Betty White
1401,Ashley Graham
1402,Ava Gardner
1403,Albert Brooks
1404,Alice Eve
1405,Amanda Bynes
1406,Arnold Schwarzenegger
1407,Aaron Taylor-Johnson
1408,Adele
1409,Adele
1410,Alx James
1411,Bill Pullman
1412,Andrew Garfield
1413,Anthony Hopkins
1414,Anna Paquin
1415,Adrianne Palicki
1416,Adele
1417,Andy Serkis
1418,Adele
1419,Benedict Cumberbatch
1420,Adam Sandler
1421,Alan Arkin
1422,Anne Baxter
1423,Ben Stiller
1424,Amanda Peet
1425,Ben Affleck
1426,Andie MacDowell
1427,Angelina Jolie
1428,Ben Stiller
1429,Anjelica Huston
1430,Analeigh Tipton
1431,Anthony Hopkins
1432,Andy Garcia
1433,Anna Sui
1434,Andy Samberg
1435,Antonio Banderas
1436,Benjamin Bratt
1437,Bella Hadid
1438,Andrew Garfield
1439,Bill Hader
1440,Adrien Brody
1441,Ali Larter
1442,Benicio Del Toro
1443,Ben Stiller
1444,Bill Pullman
1445,Bill Pullman
1446,Adele
1447,Adriana Lima
1448,Andy Garcia
1449,Alex Pettyfer
1450,Amy Schumer
1451,Ben Johnson
1452,Andreea Diaconu
1453,Adrianne Palicki
1454,Andy Serkis
1455,Adele
1456,Alexis Thorpe
1457,Anna Paquin
1458,Adele
1459,Bernie Mac
1460,Aaron Paul
1461,Anthony Hopkins
1462,Ashley Judd
1463,Adriana Lima
1464,Bill Rancic
1465,Adele
1466,Al Pacino
1467,Ali Larter
1468,Aaron Taylor-Johnson
1469,Adele
1470,Andrew Luck
1471,Amy Ryan
1472,Betty White
1473,Anna Paquin
1474,Abigail Breslin
1475,Adrianne Palicki
1476,Bella Hadid
1477,Adele
1478,Bella Hadid
1479,Ben Affleck
1480,Adele
1481,Andreea Diaconu
1482,Abigail Breslin
1483,Bill Pullman
1484,Alessandra Ambrosio
1485,Al Pacino
1486,Alx James
1487,Aaron Paul
1488,Beyonce Knowles
1489,Benjamin Bratt
1490,Andy Murray
1491,Alan Arkin
1492,Adele
1493,Anthony Mackie
1494,Adrianne Palicki
1495,Adam Sandler
1496,Antonio Banderas
1497,Angela Bassett
1498,Alexandra Daddario
1499,Adele
1500,Bernie Mac
1501,Alexander Skarsgard
1502,Armin Mueller-Stahl
1503,Anne Bancroft
1504,Benedict Cumberbatch
1505,Ben Johnson
1506,Amy Schumer
1507,Ben Stiller
1508,Adele
1509,Alx James
1510,Andy Samberg
1511,Benicio Del Toro
1512,Ben Johnson
1513,Berenice Bejo
1514,Adele
1515,Barabara Palvin
1516,Bill Daley
1517,Alessandra Ambrosio
1518,Adele
1519,Adele
1520,Bill Paxton
1521,Bill Hader
1522,Bill Daley
1523,Alexis Thorpe
1524,Aaron Taylor-Johnson
1525,Anthony Mackie
1526,Ali Larter
1527,Alan Arkin
1528,Ben Kingsley
1529,Billy Bob Thornton
1530,Ashley Graham
1531,Adele
1532,Adrianne Palicki
1533,Andreea Diaconu
1534,Alex Pettyfer
1535,Ashley Judd
1536,Analeigh Tipton
1537,Alex Pettyfer
1538,Aaron Taylor-Johnson
1539,Bill Daley
1540,Bill Daley
1541,Anne Hathaway
1542,Anna Faris
1543,Ava Gardner
1544,Alexandra Daddario
1545,Arnold Schwarzenegger
1546,Annette Bening
1547,Barbra Streisand
1548,Anthony Mackie
1549,Amber Heard
1550,Anna Paquin
1551,Ben Kingsley
1552,Ben Affleck
1553,Andy Samberg
1554,Ashton Kutcher
1555,Alex Pettyfer
1556,Audrey Tautou
1557,Beyonce Knowles
1558,Anna Paquin
1559,Ashley Greene
1560,Adriana Barraza
1561,Ali Larter
1562,Amy Adams
1563,Bill Daley
1564,Armin Mueller-Stahl
1565,Alex Pettyfer
1566,Ashley Graham
1567,Andy Serkis
1568,Amanda Crew
1569,Adele
1570,Annette Bening
1571,Anderson Cooper
1572,Amy Ryan
1573,Ben Stiller
1574,Andrew Lincoln
1575,Aaron Judge
1576,Arnold Schwarzenegger
1577,Adam Sandler
1578,Ashley Greene
1579,Ben Stiller
1580,Adrien Brody
1581,Alan Rickman
1582,Bill Pullman
1583,Amanda Seyfried
1584,Adele
1585,Ali Larter
1586,Bill Hader
1587,Adele
1588,Adam Sandler
1589,Barabara Palvin
1590,Anthony Mackie
1591,Anna Faris
1592,Adrien Brody
1593,Ava Gardner
1594,Alan Rickman
1595,Ali Larter
1596,Albert Finney
1597,Alan Arkin
1598,Aaron Judge
1599,Adele
1600,Anthony Mackie
1601,Billy Bob Thornton
1602,Anne Hathaway
1603,Albert Brooks
1604,Anna Kendrick
1605,Andrew Lincoln
1606,Bill Pullman
1607,Bill Pullman
1608,Bill Pullman
1609,Anna Paquin
1610,Anderson Cooper
1611,Analeigh Tipton
1612,Anthony Hopkins
1613,Alan Rickman
1614,Al Pacino
1615,Anne Baxter
1616,Alessandra Ambrosio
1617,Adele
1618,Bill Pullman
1619,Ali Larter
1620,Angela Bassett
1621,Adam Sandler
1622,Audrey Hepburn
1623,Anjelica Huston
1624,Billy Bob Thornton
1625,Alicia Vikander
1626,Alan Rickman
1627,Adrien Brody
1628,Adele
1629,Adele
1630,Andy Serkis
1631,Antonio Banderas
1632,Ben Foster
1633,Andrew Lincoln
1634,Alice Eve
1635,Aaron Taylor-Johnson
1636,Alan Arkin
1637,Armin Mueller-Stahl
1638,Alexander Skarsgard
1639,Adele
1640,Anderson Cooper
1641,Bill Rancic
1642,Anna Friel
1643,Alan Arkin
1644,Aaron Judge
1645,Albert Finney
1646,Adam Sandler
1647,Angela Bassett
1648,Anna Paquin
1649,Ashley Graham
1650,Anna Paquin
1651,Alicia Vikander
1652,Adele
1653,Akemi Darenogare
1654,Andrew Garfield
1655,Audrey Hepburn
1656,Andy Garcia
1657,Benedict Cumberbatch
1658,Adele
1659,Antonio Banderas
1660,Andrew Lincoln
1661,Ashley Greene
1662,Amy Adams
1663,Adele
1664,Andrew Lincoln
1665,Adele
1666,Ben Foster
1667,Al Roker
1668,Amanda Peet
1669,Ben Kingsley
1670,Ava Gardner
1671,Beyonce Knowles
1672,Armin Mueller-Stahl
1673,Bill Daley
1674,Berenice Bejo
1675,Adriana Barraza
1676,Andrew Lincoln
1677,Anna Kendrick
1678,Adriana Barraza
1679,Anna Kendrick
1680,Ben Stiller
1681,Ashton Kutcher
1682,Adele
1683,Adele
1684,Annette Bening
1685,Bill O Reilly
1686,Beyonce Knowles
1687,Anna Friel
1688,Aaron Taylor-Johnson
1689,Ben Stiller
1690,Adrien Brody
1691,Adele
1692,Anthony Mackie
1693,Adriana Barraza
1694,Angela Bassett
1695,Andy Murray
1696,Anthony Hopkins
1697,Adrien Brody
1698,Ben Affleck
1699,Analeigh Tipton
1700,Arnold Schwarzenegger
1701,Antonio Banderas
1702,Amy Schumer
1703,Andrew Garfield
1704,Adele
1705,Betty White
1706,Audrey Tautou
1707,Alec Baldwin
1708,Anna Sui
1709,Al Roker
1710,Amber Heard
1711,Anna Paquin
1712,Bill O Reilly
1713,Amber Heard
1714,Ben Kingsley
1715,Alan Rickman
1716,Andrew Lincoln
1717,Berenice Bejo
1718,Ashley Greene
1719,Angelina Jolie
1720,Bill Paxton
1721,Amanda Bynes
1722,Audrey Tautou
1723,Anna Paquin
1724,Alx James
1725,Andrew Lincoln
1726,Alessandra Ambrosio
1727,Alex Pettyfer
1728,Albert Finney
1729,Anjelica Huston
1730,Abigail Breslin
1731,Adam Sandler
1732,Anna Faris
1733,Antonio Banderas
1734,Ali Larter
1735,Adele
1736,Amy Adams
1737,Angela Bassett
1738,Amy Ryan
1739,Adrianne Palicki
1740,Ben Kingsley
1741,Adele
1742,Bernie Mac
1743,Aaron Taylor-Johnson
1744,Amanda Bynes
1745,Andy Murray
1746,Ashley Judd
1747,Adele
1748,Ben Johnson
1749,Adele
1750,Ashton Kutcher
1751,Anna Paquin
1752,Analeigh Tipton
1753,Amber Heard
1754,Bill Murray
1755,Art Carney
1756,Aaron Paul
1757,Amanda Peet
1758,Ashton Kutcher
1759,Audrey Tautou
1760,Betty White
1761,Albert Finney
1762,AnnaSophia Robb
1763,Andrew Garfield
1764,Ava Gardner
1765,Anna Kendrick
1766,Ben Kingsley
1767,Al Pacino
1768,bella thorne
1769,Bill Paxton
1770,Andy Garcia
1771,Adele
1772,Andrew Garfield
1773,Alan Alda
1774,Adele
1775,Billy Bob Thornton
1776,Aaron Taylor-Johnson
1777,Al Pacino
1778,Alessandra Ambrosio
1779,Annette Bening
1780,Anderson Cooper
1781,Billy Bob Thornton
1782,Adriana Barraza
1783,Andreea Diaconu
1784,Adriana Barraza
1785,Analeigh Tipton
1786,Anna Paquin
1787,Ben Foster
1788,Ali Larter
1789,Benedict Cumberbatch
1790,Billy Bob Thornton
1791,Andy Garcia
1792,Bill Rancic
1793,Anna Friel
1794,Adele
1795,Ashley Greene
1796,Adele
1797,Andrew Lincoln
1798,Amanda Peet
1799,Bill O Reilly
1800,Bill Paxton
1801,Amber Heard
1802,Alicia Vikander
1803,Benjamin Bratt
1804,Alex Pettyfer
1805,bella thorne
1806,Andrew Garfield
1807,Adriana Barraza
1808,Benedict Cumberbatch
1809,Barry Pepper
1810,Art Carney
1811,Amy Adams
1812,Albert Finney
1813,Audrey Tautou
1814,Adele
1815,Beyonce Knowles
1816,Alx James
1817,Adele
1818,Adele
1819,Akemi Darenogare
1820,Ben Affleck
1821,Billy Bob Thornton
1822,Adele
1823,Amanda Peet
1824,Adriana Barraza
1825,Adriana Barraza
1826,Adele
1827,Alex Pettyfer
1828,Adele
1829,Anthony Hopkins
1830,Betty White
1831,Anjelica Huston
1832,Bella Hadid
1833,Bill Murray
1834,Andy Murray
1835,Ben Kingsley
1836,Angela Bassett
1837,Ben Foster
1838,Andy Samberg
1839,Akemi Darenogare
1840,Angela Bassett
1841,Albert Brooks
1842,Billy Bob Thornton
1843,Amy Schumer
1844,Alec Baldwin
1845,Bill Daley
1846,Andie MacDowell
1847,Billy Bob Thornton
1848,Adele
1849,Alexander Skarsgard
1850,Alexandra Daddario
1851,Al Pacino
1852,Bill Paxton
1853,Andy Garcia
1854,Aaron Judge
1855,Adele
1856,Adele
1857,Adriana Lima
1858,Adrianne Palicki
1859,Al Roker
1860,Albert Brooks
1861,Ben Kingsley
1862,Ben Affleck
1863,Alessandra Ambrosio
1864,Anthony Hopkins
1865,Adele
1866,Alan Arkin
1867,Art Carney
1868,Adele
1869,Amy Ryan
1870,Adele
1871,Alex Pettyfer
1872,Aaron Paul
1873,Ashley Greene
1874,Anne Hathaway
1875,Anthony Mackie
1876,Anne Hathaway
1877,Amanda Seyfried
1878,Alessandra Ambrosio
1879,Amy Ryan
1880,Bill Pullman
1881,Amy Adams
1882,Bella Hadid
1883,Andy Murray
1884,Alx James
1885,Andrew Luck
1886,Barabara Palvin
1887,Alx James
1888,Alexis Thorpe
1889,Adriana Barraza
1890,Anna Faris
1891,Andie MacDowell
1892,Ben Kingsley
1893,Anthony Mackie
1894,Ashton Kutcher
1895,Audrey Tautou
1896,Adriana Barraza
1897,Andy Murray
1898,Bill Daley
1899,Alexandra Daddario
1900,Alex Pettyfer
1901,Ava Gardner
1902,Bill Hader
1903,Amanda Seyfried
1904,Amy Adams
1905,Ashton Kutcher
1906,Amanda Crew
1907,Adele
1908,Ali Larter
1909,Amy Ryan
1910,Arnold Schwarzenegger
1911,Analeigh Tipton
1912,Benedict Cumberbatch
1913,Alan Rickman
1914,Adriana Barraza
1915,Bill Daley
1916,Ben Foster
1917,Adriana Lima
1918,Bill Daley
1919,Andy Samberg
1920,Anna Kendrick
1921,Amy Schumer
1922,Adele
1923,AnnaSophia Robb
1924,Alan Rickman
1925,Ben Johnson
1926,Alex Pettyfer
1927,Anna Paquin
1928,Aaron Paul
1929,Audrey Tautou
1930,Anna Friel
1931,Alan Alda
1932,bella thorne
1933,Audrey Tautou
1934,Betty White
1935,Anna Kendrick
1936,Adele
1937,Alicia Vikander
1938,Annette Bening
1939,Anna Paquin
1940,Amanda Peet
1941,Armin Mueller-Stahl
1942,Amanda Peet
1943,Amy Ryan
1944,Beyonce Knowles
1945,Amber Heard
1946,Andrew Lincoln
1947,Ben Foster
1948,Bill Pullman
1949,Andie MacDowell
1950,Bill O Reilly
1951,Alan Alda
1952,Amy Schumer
1953,Adam Sandler
1954,Adrianne Palicki
1955,Andrew Garfield
1956,Adam Sandler
1957,Anna Kendrick
1958,Betty White
1959,Abigail Breslin
1960,Aaron Taylor-Johnson
1961,Adele
1962,Al Roker
1963,Bella Hadid
1964,Anna Kendrick
1965,Andy Garcia
1966,Albert Finney
1967,Bill Pullman
1968,Bette Midler
1969,Audrey Tautou
1970,Barbra Streisand
1971,Barabara Palvin
1972,Angelina Jolie
1973,Amy Schumer
1974,Andy Samberg
1975,Alec Baldwin
1976,Ashton Kutcher
1977,Anjelica Huston
1978,Antonio Banderas
1979,Benedict Cumberbatch
1980,Adele
1981,Anjelica Huston
1982,Adele
1983,Ali Larter
1984,Adele
1985,Adriana Barraza
1986,Ben Affleck
1987,Amy Adams
1988,Ashton Kutcher
1989,Amanda Bynes
1990,Ali Larter
1991,Anthony Perkins
1992,Anna Faris
1993,Armin Mueller-Stahl
1994,Anjelica Huston
1995,Ali Larter
1996,Angela Bassett
1997,Adele
1998,Adele
1999,Benedict Cumberbatch
2000,Andreea Diaconu
2001,Albert Finney
2002,Adele
2003,Ali Larter
2004,Andrew Garfield
2005,Ben Kingsley
2006,Alx James
2007,Annette Bening
2008,Adele
2009,Beyonce Knowles
2010,Ben Johnson
2011,Adriana Barraza
2012,Albert Finney
2013,Adele
2014,Akemi Darenogare
2015,Antonio Banderas
2016,Albert Brooks
2017,Albert Brooks
2018,Alicia Vikander
2019,Angela Bassett
2020,Ashton Kutcher
2021,Bill Murray
2022,Bette Midler
2023,Al Pacino
2024,Ali Larter
2025,Anthony Mackie
2026,Anna Friel
2027,Adriana Barraza
2028,Billy Bob Thornton
2029,Bernie Mac
2030,Amanda Seyfried
2031,Amy Adams
2032,Adrianne Palicki
2033,Amy Adams
2034,Anna Paquin
2035,Bill Pullman
2036,Benedict Cumberbatch
2037,Audrey Tautou
2038,Betty White
2039,Billy Bob Thornton
2040,Betty White
2041,Amanda Bynes
2042,Bill Daley
2043,Anna Paquin
2044,Anjelica Huston
2045,Amanda Peet
2046,Alexandra Daddario
2047,Audrey Tautou
2048,Adrianne Palicki
2049,Alec Baldwin
2050,Armin Mueller-Stahl
2051,Analeigh Tipton
2052,Bella Hadid
2053,Ashley Graham
2054,Anne Baxter
2055,Ben Johnson
2056,AnnaSophia Robb
2057,Andrew Garfield
2058,Bill Pullman
2059,Alexis Thorpe
2060,Barbra Streisand
2061,Amanda Crew
2062,Art Carney
2063,Adele
2064,Anne Bancroft
2065,Bill Pullman
2066,Beyonce Knowles
2067,bella thorne
2068,Adam Sandler
2069,Ashton Kutcher
2070,Andie MacDowell
2071,Bernie Mac
2072,Andie MacDowell
2073,Alessandra Ambrosio
2074,Angela Bassett
2075,Albert Finney
2076,Adele
2077,Bill Murray
2078,Anne Baxter
2079,Adele
2080,Alexis Thorpe
2081,Al Pacino
2082,Angela Bassett
2083,Albert Finney
2084,Ben Foster
2085,Andy Garcia
2086,Al Roker
2087,Andy Garcia
2088,Adele
2089,Ben Johnson
2090,Anna Paquin
2091,Adele
2092,Bill Paxton
2093,Amber Heard
2094,Bill O Reilly
2095,Bill O Reilly
2096,Angela Bassett
2097,Anna Faris
2098,Billy Bob Thornton
2099,Anthony Perkins
2100,Ashley Graham
2101,Ava Gardner
2102,Ali Larter
2103,Andie MacDowell
2104,Amanda Crew
2105,Anna Kendrick
2106,Angela Bassett
2107,Angela Bassett
2108,Amber Heard
2109,Ali Larter
2110,Adriana Barraza
2111,Billy Bob Thornton
2112,Alessandra Ambrosio
2113,Audrey Tautou
2114,Anthony Perkins
2115,Ben Johnson
2116,Antonio Banderas
2117,Andy Garcia
2118,Aaron Taylor-Johnson
2119,Adele
2120,Amanda Seyfried
2121,Arnold Schwarzenegger
2122,Benedict Cumberbatch
2123,Andy Murray
2124,Benicio Del Toro
2125,Alessandra Ambrosio
2126,Adele
2127,Bill Rancic
2128,Anjelica Huston
2129,Arnold Schwarzenegger
2130,Ben Johnson
2131,Benicio Del Toro
2132,Annette Bening
2133,Andrew Lincoln
2134,Anne Baxter
2135,Albert Finney
2136,Anderson Cooper
2137,Ben Foster
2138,Bill Paxton
2139,Arnold Schwarzenegger
2140,Aaron Paul
2141,Albert Finney
2142,Anthony Mackie
2143,Adriana Barraza
2144,Adele
2145,Ben Kingsley
2146,Anna Kendrick
2147,Audrey Tautou
2148,Bernie Mac
2149,Barbra Streisand
2150,Alicia Vikander
2151,Arnold Schwarzenegger
2152,Adrien Brody
2153,Andy Serkis
2154,Adrianne Palicki
2155,Audrey Tautou
2156,Ali Larter
2157,Barabara Palvin
2158,Adele
2159,Bill Murray
2160,Bill O Reilly
2161,Alicia Vikander
2162,Alec Baldwin
2163,Bill Daley
2164,Alan Alda
2165,Adrianne Palicki
2166,Adele
2167,Analeigh Tipton
2168,Bill Hader
2169,Adam Sandler
2170,Andy Murray
2171,Ben Affleck
2172,Amy Schumer
2173,Albert Brooks
2174,Anderson Cooper
2175,Adele
2176,Analeigh Tipton
2177,Ashley Judd
2178,Adele
2179,Ben Stiller
2180,Ben Foster
2181,Abigail Breslin
2182,Arnold Schwarzenegger
2183,Adele
2184,Anna Sui
2185,Ashley Graham
2186,Alice Eve
2187,Anthony Perkins
2188,Adele
2189,Anthony Hopkins
2190,Ashley Graham
2191,Amanda Peet
2192,Bill Pullman
2193,Bill Paxton
2194,Alessandra Ambrosio
2195,Ashley Graham
2196,Bill Murray
2197,Audrey Hepburn
2198,Bill Daley
2199,Ava Gardner
2200,Amy Ryan
2201,Angelina Jolie
2202,Alexis Thorpe
2203,Angela Bassett
2204,Angelina Jolie
2205,Anna Paquin
2206,Amanda Peet
2207,Anne Hathaway
2208,Bernie Mac
2209,Audrey Tautou
2210,Bill O Reilly
2211,Albert Finney
2212,Ashley Greene
2213,AnnaSophia Robb
2214,Andrew Garfield
2215,Bella Hadid
2216,Anna Paquin
2217,Bernie Mac
2218,Anjelica Huston
2219,Amanda Crew
2220,Amber Heard
2221,Andrew Lincoln
2222,Bette Midler
2223,Adriana Barraza
2224,Alan Alda
2225,Alx James
2226,Adele
2227,Ali Larter
2228,Bernie Mac
2229,Adam Sandler
2230,Andrew Garfield
2231,Al Pacino
2232,Bill Pullman
2233,Alessandra Ambrosio
2234,Bill Daley
2235,Adele
2236,Ava Gardner
2237,Annette Bening
2238,Adele
2239,Ben Kingsley
2240,Adriana Barraza
2241,Anna Faris
2242,Billy Bob Thornton
2243,Annette Bening
2244,Ben Kingsley
2245,Ben Kingsley
2246,Adele
2247,Arnold Schwarzenegger
2248,Ashley Graham
2249,Bill Daley
2250,Ashley Graham
2251,Al Roker
2252,Anne Hathaway
2253,Alx James
2254,Albert Finney
2255,Ben Stiller
2256,Andreea Diaconu
2257,Adele
2258,Anthony Mackie
2259,Adele
2260,Adele
2261,Bill Pullman
2262,Alexis Thorpe
2263,Bernie Mac
2264,Anna Paquin
2265,Adele
2266,Amber Heard
2267,Ben Affleck
2268,Arnold Schwarzenegger
2269,Annette Bening
2270,Art Carney
2271,Analeigh Tipton
2272,Adele
2273,Alan Rickman
2274,Beyonce Knowles
2275,Alexandra Daddario
2276,Bill Daley
2277,Adele
2278,Ashley Graham
2279,Alec Baldwin
2280,Armin Mueller-Stahl
2281,Bill Hader
2282,Alec Baldwin
2283,Bill Murray
2284,Albert Finney
2285,Anthony Hopkins
2286,Ava Gardner
2287,Antonio Banderas
2288,Amanda Seyfried
2289,Adele
2290,Ali Larter
2291,Amanda Bynes
2292,Analeigh Tipton
2293,Ashley Greene
2294,Andreea Diaconu
2295,Barry Pepper
2296,Aaron Taylor-Johnson
2297,Amanda Seyfried
2298,Beyonce Knowles
2299,Alex Pettyfer
2300,Alan Arkin
2301,Ben Kingsley
2302,Aaron Paul
2303,Alexandra Daddario
2304,Ben Kingsley
2305,Alexandra Daddario
2306,Adele
2307,Arnold Schwarzenegger
2308,Alice Eve
2309,Analeigh Tipton
2310,Bill Daley
2311,Adriana Lima
2312,Adele
2313,Annette Bening
2314,Alexis Thorpe
2315,Adele
2316,Adrianne Palicki
2317,Abigail Breslin
2318,Annette Bening
2319,Anna Faris
2320,Aaron Taylor-Johnson
2321,Adriana Barraza
2322,Adam Sandler
2323,Bill Pullman
2324,Adele
2325,Barbra Streisand
2326,Abigail Breslin
2327,Barry Pepper
2328,Anthony Mackie
2329,Adele
2330,Betty White
2331,Adele
2332,Alexandra Daddario
2333,Alex Pettyfer
2334,Anthony Mackie
2335,Angela Bassett
2336,Adriana Barraza
2337,Ben Kingsley
2338,Beyonce Knowles
2339,Adriana Barraza
2340,Adele
2341,Barry Pepper
2342,Anne Hathaway
2343,Al Pacino
2344,Alex Pettyfer
2345,Bill Rancic
2346,Antonio Banderas
2347,Ben Affleck
2348,Bill Daley
2349,Bill Daley
2350,Amanda Bynes
2351,Adriana Barraza
2352,Adam Sandler
2353,Alan Arkin
2354,Benjamin Bratt
2355,Bill Pullman
2356,Barabara Palvin
2357,Anna Paquin
2358,Ashley Greene
2359,Alec Baldwin
2360,Benedict Cumberbatch
2361,Ben Kingsley
2362,Amanda Peet
2363,Anthony Mackie
2364,Aaron Judge
2365,Adrianne Palicki
2366,Ben Affleck
2367,Andy Murray
2368,Andy Serkis
2369,Betty White
2370,Amanda Bynes
2371,Amy Ryan
2372,Adam Sandler
2373,Amanda Seyfried
2374,Adele
2375,Anderson Cooper
2376,Al Pacino
2377,Adele
2378,Bill Paxton
2379,Analeigh Tipton
2380,Amanda Seyfried
2381,Audrey Hepburn
2382,Adrianne Palicki
2383,Aaron Taylor-Johnson
2384,Alex Pettyfer
2385,Ashley Greene
2386,Annette Bening
2387,Albert Finney
2388,Adele
2389,Andrew Luck
2390,Betty White
2391,Analeigh Tipton
2392,Abigail Breslin
2393,Betty White
2394,Amanda Bynes
2395,Alan Rickman
2396,Amanda Peet
2397,Andrew Garfield
2398,Alan Rickman
2399,Anthony Mackie
2400,Alex Pettyfer
2401,Bernie Mac
2402,Andy Samberg
2403,Anne Baxter
2404,Bill O Reilly
2405,Bill O Reilly
2406,Anjelica Huston
2407,Alex Pettyfer
2408,Alan Rickman
2409,Ali Larter
2410,AnnaSophia Robb
2411,Adele
2412,Ashley Judd
2413,Adrianne Palicki
2414,Anna Friel
2415,Alx James
2416,Betty White
2417,Abigail Breslin
2418,Albert Finney
2419,Al Roker
2420,Amy Schumer
2421,Audrey Hepburn
2422,Anne Bancroft
2423,Ashley Greene
2424,Anne Hathaway
2425,Bernie Mac
2426,Ben Foster
2427,Bill Rancic
2428,Ben Kingsley
2429,Andy Samberg
2430,Arnold Schwarzenegger
2431,Adele
2432,Benjamin Bratt
2433,Amanda Peet
2434,Adele
2435,Betty White
2436,Alice Eve
2437,Anne Baxter
2438,Alex Pettyfer
2439,Adele
2440,Abigail Breslin
2441,Andreea Diaconu
2442,Ashton Kutcher
2443,Abigail Breslin
2444,Adele
2445,Bill Pullman
2446,Alexander Skarsgard
2447,Barabara Palvin
2448,Andrew Luck
2449,Arnold Schwarzenegger
2450,Ben Affleck
2451,Adam Sandler
2452,Amanda Seyfried
2453,Angela Bassett
2454,Benedict Cumberbatch
2455,Amanda Bynes
2456,Anthony Mackie
2457,Al Pacino
2458,Bill Daley
2459,Alex Pettyfer
2460,Amy Schumer
2461,Albert Finney
2462,Anna Faris
2463,Anne Baxter
2464,Ali Larter
2465,Ava Gardner
2466,Adele
2467,Anthony Hopkins
2468,Bill Murray
2469,Andy Samberg
2470,Annette Bening
2471,Adele
2472,Ben Johnson
2473,Adele
2474,Amy Schumer
2475,Adriana Lima
2476,Angelina Jolie
2477,Abigail Breslin
2478,Barabara Palvin
2479,Anna Paquin
2480,Bill Pullman
2481,Bill Daley
2482,Ben Affleck
2483,Anjelica Huston
2484,Bill Pullman
2485,Adele
2486,Ben Stiller
2487,Anna Paquin
2488,Alexis Thorpe
2489,Audrey Tautou
2490,Alexander Skarsgard
2491,Ashley Graham
2492,Andie MacDowell
2493,Andy Samberg
2494,Andrew Luck
2495,Barabara Palvin
2496,Analeigh Tipton
2497,Anna Faris
2498,Amanda Crew
2499,Barabara Palvin
2500,Adele
2501,Ali Larter
2502,Ben Johnson
2503,Anna Paquin
2504,Amanda Peet
2505,Aaron Taylor-Johnson
2506,Alex Pettyfer
2507,Amanda Crew
2508,Amanda Bynes
2509,Andreea Diaconu
2510,Anna Friel
2511,Alexandra Daddario
2512,Ashley Judd
2513,Amanda Seyfried
2514,Anderson Cooper
2515,Analeigh Tipton
2516,Anne Baxter
2517,Adele
2518,Andy Samberg
2519,Bette Midler
2520,Amy Schumer
2521,Analeigh Tipton
2522,Barabara Palvin
2523,Adele
2524,Alx James
2525,Bill Hader
2526,Andy Samberg
2527,Barry Pepper
2528,Adele
2529,Andy Samberg
2530,Amanda Peet
2531,AnnaSophia Robb
2532,Alan Arkin
2533,Andreea Diaconu
2534,Amy Ryan
2535,Albert Finney
2536,Benicio Del Toro
2537,Bill Hader
2538,Ben Affleck
2539,Annette Bening
2540,Berenice Bejo
2541,Andie MacDowell
2542,Amanda Bynes
2543,Adriana Barraza
2544,bella thorne
2545,Alicia Vikander
2546,Albert Finney
2547,Bill Pullman
2548,Berenice Bejo
2549,Analeigh Tipton
2550,Ali Larter
2551,Benedict Cumberbatch
2552,Adele
2553,Barabara Palvin
2554,Adele
2555,Alex Pettyfer
2556,Adele
2557,Ben Kingsley
2558,Adriana Barraza
2559,Amanda Bynes
2560,Anthony Hopkins
2561,Ashley Greene
2562,Amber Heard
2563,Barabara Palvin
2564,Ashley Graham
2565,Ben Kingsley
2566,Bella Hadid
2567,Barbra Streisand
2568,Betty White
2569,Amber Heard
2570,Bill O Reilly
2571,Adele
2572,Alessandra Ambrosio
2573,Ashley Graham
2574,Anna Paquin
2575,Amanda Peet
2576,Alan Alda
2577,Armin Mueller-Stahl
2578,Andreea Diaconu
2579,Alexander Skarsgard
2580,Amber Heard
2581,Ben Kingsley
2582,Ashton Kutcher
2583,Audrey Hepburn
2584,Barbra Streisand
2585,Anthony Hopkins
2586,Audrey Tautou
2587,Alan Arkin
2588,Alan Rickman
2589,Anna Paquin
2590,Ben Johnson
2591,Anthony Mackie
2592,Anthony Mackie
2593,Barbra Streisand
2594,Adele
2595,Adrianne Palicki
2596,Ben Kingsley
2597,Anna Paquin
2598,Aaron Taylor-Johnson
2599,Adrianne Palicki
2600,Amanda Seyfried
2601,Al Pacino
